t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287
900,3600,2400,5400,6600,9900,12000,11100,10800,12000,12900,13500,17100,17100,20700,19800,23400,26100,29400,30900,34200,38700,42000,42000,42600,45900,49800,48900,48300,50700,52500,51300,53400,57300,59100,57900,57600,59400,59100,63600,63300,66300,66300,69300,73500,76500,75300,76500,81000,85500,88500,90900,94500,97500,102000,102900,102000,102000,103200,107100,106500,107700,109500,112500,116100,119700,120300,120900,121800,121800,123900,127500,131100,133800,135300,137700,142200,144000,146100,147900,151200,153900,154800,157500,161100,165600,167100,166200,168600,172800,176700,179700,181500,183600,185400,188400,187200,188100,187500,187800,191100,194100,196500,200700,199500,202800,203700,204600,207300,208200,208200,208500,211500,213300,216600,215400,218700,222000,225900,227400,231300,233400,237300,238800,238800,237300,235800,237900,236700,239400,243000,242400,246000,249600,252600,254100,253200,254100,255900,255900,255300,256200,257700,257700,257700,258900,261000,261300,264600,263400,264600,267000,267900,272100,272400,276900,278100,281100,280200,283800,282300,284100,282600,282900,281400,281100,285300,288900,288600,287400,288600,290100,294600,294900,295800,299400,300300,303000,306300,306900,309300,313500,317400,317100,320700,323100,322800,323700,322500,324600,326400,330000,329400,329700,333000,331800,336300,336300,337800,339300,343200,347700,351600,353100,353700,352200,356700,357000,359700,360300,359100,358500,359100,360000,360000,362700,366300,368100,370800,372900,371700,370500,371400,370500,375000,378900,382500,386700,389400,389400,390000,389100,391200,391500,393000,396300,396000,396300,398700,398100,396600,396600,397200,399300,399600,402900,403500,404400,407100,409200,413100,412500,416700,418800,423000,426300,424800,423900,425100,423900,424500,428400,431400,432300,432000,434400,436800,438900,439500,440100,438900,439200,441000,440400,444000,447300,445800,447000,447900,451500,452100,456000,459000,458100,459900,461400,465300,468900
0,2100,5400,7800,11700,10500,9300,8100,6900,5400,3900,2700,1500,300,0,0,3600,2700,5400,3900,2400,6600,8400,9300,7800,7200,6300,4800,3300,1800,1500,2700,1200,0,0,0,0,0,0,4200,7500,6000,6600,5100,6600,5100,6600,8400,6900,8100,6900,10200,8700,7200,7200,5700,4500,3000,3600,2100,4500,3000,1500,2400,3300,1800,300,0,3600,6000,9000,7500,8100,11700,15900,19800,18300,18000,17400,16800,17700,22200,23100,21600,20700,19200,17700,22200,20700,23400,21900,25500,24000,27600,28500,27600,26100,28500,32400,30900,29400,28200,26700,25200,23700,22200,25200,23700,25500,25500,24000,27300,25800,26100,29100,27900,29700,28500,27300,31500,30300,31200,30000,28800,30300,29100,27900,26700,26400,25200,26700,25500,24300,25800,27900,26700,25500,24300,24000,22800,25800,24600,27000,26700,26700,27300,30600,29400,28800,29700,28500,32100,32100,33900,35100,33900,32700,31500,30300,30300,31800,30600,29400,28200,26700,25800,24600,23400,25200,26100,24900,25500,28500,32100,31200,31800,30300,29100,27900,26700,25500,25200,24000,26700,25500,24300,23100,21900,24600,26400,25200,24000,22500,21300,21000,19500,18000,16500,15000,18600,17100,21300,25800,26400,25200,29400,27900,29100,28500,32400,34500,33600,35100,33600,34200,32700,31200,29700,28200,26700,28500,27000,30300,28800,30000,28500,27000,25500,26100,29100,31500,30000,32700,31200,33300,32400,34800,33300,31800,30300,33000,31500,34500,37200,36300,39000,43200,45000,45600,44100,45600,44100,42600,41700,40800,39900,41400,40500,39600,38100,42600,45600,46800,48000,51600,53400,52500,53400,54600,53700,53100,52200,55200,59700,58800,57900,57000,56100,55200,59400,58200,57300,58200,57300,56400,60900,63600,62100
300,0,0,0,0,0,3000,7500,6000,4500,5700,5400,7500,6000,4500,3000,1500,0,0,0,0,0,0,0,0,600,0,0,0,0,3300,1800,300,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,2400,900,0,1500,3000,1500,0,0,0,0,0,0,2700,1200,0,0,0,0,0,0,0,0,0,3300,7800,6300,4800,3300,6300,4800,3300,7500,6000,4500,3000,1500,0,300,0,300,0,300,0,3000,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,8400,8700,9000,9300,9600,9900,10200,10500,9900,10200,10500,10800,11100,11400,10200,10500,10800,11100,15000,15300,15600,15900,16200,16500,16800,18000,18300,18600,18900,19200,19500,19800,23100,23400,23700,24000,22800,23100,23400,23700,24300,24600,25500,25800,26100,26400,26700,30300,34500,34800,35100,39600,39900,40200,40200,42000,42000,42300,44100,44100,44100,44100,44100,42900,42900,42900,41700,41700,41700,41700,41700,41700,43500,43500,43500,42300,42300,46500,46500,45300,44100,42600,44400,48600,50700,50700,49200,49200,52200,52200,52200,52200,53100,53100,54300,54300,54300,54300,54300,54300,54300,54300,54300,54300,54300,53100,52200,51300,50100,48900,47700,46500,45300,44100,45000,43800,42600,44100,42900,41700,42000,40800,39600,40200,39000,40200,42000,40800,39600,38400,41100,39900,39900,42900,41700,40500,39300,38100,36900,35700,34500,38400,42300,41400,40500,39600,38400,37200,36000,34800,33600,33300,35400,33900,32400,30900,34500,39000,40800,43500,42600,42300,40800,39900,38400,39300,40800,39300,37800
0,0,0,0,0,3600,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,2700,1200,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,4200,2700,1200,0,0,0,0,4200,2700,1200,0,0,0,0,0,0,2400,900,0,0,0,0,0,0,0,4500,3000,3600,2100,600,0,0,3900,7500,9600,8100,11700,10200,8700,7800,6300,6300,4800,3300,1800,300,0,0,0,0,0,0,0,0,3300,6900,5400,3900,2400,900,0,0,0,0,0,0,1800,300,0,0,0,0,0,0,0,0,0,0,2700,1800,300,0,0,1800,300,0,0,0,2400,1500,5100,4500,5700,5100,4200,3600,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,600,0,0,0,0,0,0,1800,300,0,0,0,0,0,0,4200,3600,2100,2400,900,0,0,0,3900,2400,900,0,0,0,0,0,0,3300,2700,2100,1500,900,300,0,0,0,0,3600,3000,2400,1800,1200,600,600,4800,4200,3600,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,6000,4500,3000,1500,0,0,0,0,0,0,0,0,4200,2700,1200,0,1800,300,0,0,0,0,0,3600,2100,600,0,0
0,0,0,0,0,0,0,0,0,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,2700,1200,0,2700,1200,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,1200,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,2700,1200,0,0,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5700,4200,6000,4500,3000,1500,0,0,0,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2100,600,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,600,0,0,0,0,0,0,0,3900,2400,900,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,3600,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,600,300,0,300,0,300,0,600,4500,3000,1500,0,600,0,0,600,0,600,0,600,0,600,0,600,0,600,0,0,600,0,600,0,600,0,600,0,600,0,600,0,600,0,600,0,600,0,0,600,0,600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,3000,1800,600,0,0,0,0,0,0,0,0,0,0,0,0,2700,1500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,1500,300,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,300,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,0,600,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,1800,300,0,0,0,0,0,0,0,0,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,3600,3300,3000,2700,2400,2100,1800,1500,1200,900,600,300,0,600,600,300,300,0,4500,4200,3900,3600,3300,3000,2700,2400,2100,1800,1500,1200,900,600,300,0,600,300,300,0,600,300,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,0,0,600,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,3300,3300,3300,3300,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,7800,7800,7800,7800,7800,7800,7500,7200,6900,9600,9300,9000,8700,8400,6900,5400,3900,2400,900,0,0,0,0,0,4200,2700,1200,0,0,600,0,0,0,0,0,0,0,0,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,600,600,600,600,600,600,300,0,600,300,300,300,300,300,300,0,600,300,0,600,300,4200,3900,3600,3300,3000,2700,2400,2100,1800,1500,1200,900,600,300,0,600,300,0,600,300,0,600,300,0,0,600,1200,900,600,300,0,600,300,0,600,300,0,600,300,0,600,300,300,0,600,1500,1200,900,900,600,600,300,0,600,600,300,300,0,600,300,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,300,0,600,300,300,0,600,300,300,0,600,600,600,300,300,0,600,300,300,0,600,300,300,0,600,300,300,0,600,300,300,0,600,300,300,0,600,300,0,600,300,0,600,300,0,600,1500,1200,1200,900,900,600,3600,3300,3000,2700,2400,2100,1800,1500,1200,0,2100,600,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,600,600,600,600,600,600,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,600,0,600,0,600,0,600,0,600,0,600,0,0,0,0,0,0,0,0,3000,1800,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4500,4500,4500,4500,4500,4500,3300,2100,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,600,600,600,600,600,600,600,0,600,0,600,300,0,600,300,0,600,300,0,600,300,0,3300,3000,2700,2400,2100,1800,1500,1200,900,600,300,0,600,4200,3900,8100,7800,7500,6300,6000,5700,5400,5100,4800,4500,4200,3900,6000,5700,5400,5100,4800,6900,6600,6300,6000,5700,5400,5100,4800,4500,4200,3900,3600,3300,3000,2700,2400,2100,1800,1500,1200,900,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,300,0,600,900,600,300,0,600,300,4500,4200,3900,3600,3300,4200,3000,1800,1500,300,0,0,0,0,0,0,0,0,0,3000,1800,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
