t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287
3600,3300,7200,10200,11400,13200,11700,10800,15000,18900,23100,24300,27900,32100,34200,33900,37500,36000,36300,38100,39600,42300,41400,39900,42000,45300,47100,49500,49500,53100,53100,56100,58500,60000,61800,63300,67200,70800,69600,72300,74400,74400,77700,76500,78600,77100,80100,79500,83100,83100,86100,88200,91800,94800,98100,98700,97800,98700,98700,98400,102300,103200,107100,110700,114900,114600,114600,114300,117000,121200,125400,127200,129600,129600,132300,131100,135300,137400,0,0,0,0,4200,6300,7800,12300,16500,19500,20700,24900,29100,33000,35700,36600,35700,37200,39000,38700,42000,44100,48300,51000,55500,58800,59400,63300,62400,63600,68100,69900,74400,76500,79200,78600,78000,77400,81000,82800,86400,84900,83400,82500,82200,80700,84600,87000,87900,87600,91500,91500,90600,90900,89700,90900,90000,93300,93000,96600,99600,102600,105000,104100,106500,106500,108900,109200,108000,109800,112800,111300,110700,109500,110100,114000,115500,117900,121500,120600,120600,123000,125100,129600,133500,137100,141600,144900,148800,152100,156000,156300,157500,158700,159000,158400,160500,161400,163200,162000,163800,168300,170400,173100,171600,173700,172200,176700,176100,176100,176100,175500,175200,173700,176400,174900,174600,174300,175800,177000,179100,181200,180000,178500,178200,179100,179100,183300,186000,190500,191700,191100,194100,195300,198300,197400,200700,203100,203400,204000,205200,207000,210900,209400,210600,209700,213000,214500,215100,215100,216000,216000,216600,220800,221400,220800,221100,221400,222900,222600,221100,220800,220800,220500,219600,222900,224100,226500,230700,231900,230700,232500,233100,233100,234600,234900,239400,238800,242700,244800,246000,250200,254700,258300,260700,263700,267600,267900,271200,273600,274500,276000,278400,279600,279900,279900,283800,282900,284700,284100,282600,284700,283500,287100,285600,290100,293400,292200,294600,294300
0,0,4500,3000,3600,2400,1200,0,0,3600,2400,1200,0,0,600,4800,6300,10200,9000,7800,6600,5400,4800,7200,6000,9300,8100,10800,10500,9300,8100,11400,14700,13800,14700,15600,18300,19200,21900,20700,23700,27900,30600,33600,34500,34200,37200,36900,36600,36300,36900,36600,38700,37500,40500,42600,41100,40200,44400,47400,50700,49200,52200,52800,51300,54900,56700,55200,55500,60000,0,0,0,0,0,0,0,0,0,0,0,0,4500,5400,6600,7500,6900,7800,6300,4800,5700,8400,8400,7200,7200,8100,11100,12000,16500,16200,16200,17400,21300,25200,26100,26400,28800,33000,37500,37200,36900,36600,36300,40800,42300,41400,39900,39600,40500,40200,39300,39000,40500,40500,42000,42000,45000,45000,44400,44400,44400,44400,46500,46500,46500,47700,51000,51000,55200,55200,56100,55800,55800,56400,56400,54900,54900,54900,54900,56100,56100,56100,58800,59700,59700,61500,61500,61500,61500,64800,64800,63300,66900,67500,67500,66000,69000,70500,71700,71700,71700,71700,71700,76200,75600,75600,79200,78300,77400,81000,84300,83100,82500,82500,82500,82500,82500,82500,81600,82800,83700,83700,82800,81900,81000,80700,84600,87900,87000,86100,87900,87000,89700,88500,93000,91800,90900,90000,89100,92100,92400,92700,91800,90900,90300,92400,95700,95400,94500,93600,92700,91800,90900,90000,94500,96300,95400,98100,97200,96000,95100,94200,93300,97800,96900,96000,95100,94200,94800,93900,93000,92100,95700,94200,97200,97500,96600,99000,98100,98400,97500,96600,95700,97200,99600,101100,103800,106200,107400,111000,111000,109500,111900,113400,111900,111300,109800,111000,109500,110400,108900,111600,110100,114300,112800,112200,112500,111000,109500,108000,112500,111000,109500,108000,109200,107700,109500,110400
1200,0,0,0,3300,2100,900,300,3300,2700,1500,300,0,0,2700,1500,3300,1800,300,0,0,0,0,0,0,300,0,600,0,0,0,0,0,0,0,0,0,3600,2100,600,4500,3000,1500,3900,2400,5700,4200,2700,1200,0,0,0,0,0,0,600,0,3000,1500,0,4200,5100,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,1500,3000,1500,0,4200,6000,5400,4800,4200,3600,8100,7500,9600,9000,8400,7800,7200,6600,6000,5400,5700,4800,4200,4500,6300,7800,8100,8400,9600,9900,13500,13800,15000,15300,15600,20100,22500,24900,23400,23700,24000,28200,28500,28800,29100,28500,28800,27600,27900,28200,28500,28800,29100,29700,30000,30300,30600,30900,31200,32100,32400,32700,35400,35700,36000,36300,36000,36300,39300,39600,43500,42300,41100,39900,41400,40200,39000,43200,42000,40800,42600,41400,42300,41100,39900,40200,41700,40500,39300,37800,37200,37500,37800,38100,38400,38700,39000,39300,43200,42000,40800,41400,40200,40200,44100,44400,44700,45000,45300,45600,45900,46200,46500,48300,48600,48900,48900,50100,50400,50700,51000,55200,55500,55800,56100,56400,58800,59100,59400,59700,60000,60300,63900,64200,64500,63300,63300,63300,65100,65100,64800,64200,67500,67200,71400,71700,75600,75000,74400,74700,75000,75000,75000,77100,77100,77100,77100,77100,78600,78000,77400,76800,76800,78000,78000,78000,80100,78600,78600,78600,78600,78600,78600,78600,78600,82800,82200,81600,80700,80100,80100,79500,79500,79500,80400,80400,80400,81900,81900,85500,85500,85800,86400,87900,89400,90900,94800,96300,97800
1800,300,2400,900,0,300,0,300,1200,0,300,0,300,900,0,300,0,0,0,0,0,0,3600,2100,600,0,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2100,6600,5100,3600,2100,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,4200,3900,3600,4200,3900,3600,3300,1800,5700,5400,5100,5700,7500,7200,6900,6600,6300,6000,5700,5400,5100,4800,4500,4200,3900,3600,3300,3000,2700,2400,4800,5400,6000,6600,6300,6000,5700,5400,5100,4800,4500,4200,3900,8100,7800,7500,7200,6900,7500,9600,10200,10800,11400,12000,15000,18900,19500,19200,19800,20400,21000,21600,22200,22800,23400,24000,24600,25200,25800,26400,27000,27600,28200,28800,29400,30000,30600,31200,31800,32400,32100,31800,31500,32100,32700,32400,32100,32700,33300,32100,32700,32400,32100,31800,31500,31200,30900,29700,29400,29100,28800,28500,28200,26700,30900,34500,33000,31500,30600,29100,27900,26400,25500,24000,22500,21000,19500,21600,20100,22500,21000,19500,18000,16800,15600,14400,13200,12000,15900,14700,14400,18600,17400,16800,16200,15600,15000,16800,16200,16800,16200,15600,15000,14400,13800,12600,14700,14100,12600,12000,10800,9300,7800,11100,9600,8100,6600,6600,5100,3600,2100,600,0,0,0,1800,300,3900,2400,900,1500,0,0,900,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,600,0,600,0,600,0,0,600,0,300,0,300,0,300,0,300,0,300,0,2400,900,0,2700,1200,0,2100,600,0,0,2100,600,0,2100,600,0,2100,600,0,2100,600,0,2100,600,0,2100,1200,0,900,0,2100,600,0,2100,600,0,2100,600,0,2100,600,0,2100,600,0,2100,600,0,2100,6000,4500,3000,2100,600,0,2100,600,0,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,600,300,0,0,0,0,0,3900,2400,900,0,0,0,0,2100,600,0,0,0,3900,2400,3300,1800,5400,3900,2400,900,0,0,0,0,0,0,0,0,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,1800,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,1800,300,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,900,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,3000,3300,1800,300,0,0,0,0,0,0,300,0,2700,1200,0,300,0,1200,0,300,0,300,0,300,0,300,0,300,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,600,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,1800,300,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,300,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,2100,600,0,0,0,0,0,0,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,3900,2400,900,0,2400,900,0,0,300,0,300,0,300,0,300,0,300,3900,2400,900,0,300,0,1500,0,300,0,300,0,300,0,300,0,300,0,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1200,0,1200,0,1200,0,1200,0,1200,0,1200,0,1200,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,6300,4800,5700,9900,8400,6900,5400,3900,2400,900,0,0,0,0
0,0,0,0,0,0,2400,900,0,900,0,900,0,900,0,900,0,2400,900,0,900,0,900,0,900,0,900,0,900,0,900,0,900,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,1800,300,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,0,0,0,3300,1800,300,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,1800,300,0,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,1200,0,2400,900,0,2400,900,0,2400,900,0,2400,900,0,2400,900,0,2400,900,0,2400,900,0,0,0,0,4500,3000,6300,4800,3300,1800,300,0,1800,300,0,0,0,0,0,0,1800,300,0,0,1800,300,0,0,1800,300,0,0,1800,300,0,0,0,0,0,0,1200,0,1800,300,0,0,0,1800,300,0,0,1800,300,0,0,1800,300,0,0,1800,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
