t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287
0,3300,6900,8700,12000,12600,11100,15300,14700,15300,17700,16500,20400,24300,27300,30900,29400,33900,33600,36000,39900,44100,43800,46800,51000,51300,53700,53400,53700,54300,54600,55500,56400,60000,63300,61800,62400,62400,65400,69300,69000,69900,70800,70500,73500,77700,81600,82800,86400,85200,84000,84300,85200,87600,91800,93000,95400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,6000,6000,5100,6000,5100,5100,9000,11700,13200,17100,16500,17400,21600,24300,26400,30000,33600,35100,34200,35100,38100,40500,44400,48000,48000,51900,51300,52500,51600,54300,57000,60000,58800,61500,65700,66900,67800,70200,72300,73200,77700,79800,79200,80400,84900,84300,82800,86100,89400,92100,93900,94200,96000,96900,97800,96300,97200,97200,98400,101700,106200,106800,110700,110100,114000,115800,115800,114900,116700,115500,115500,117300,117900,119700,120300,118800,117600,120300,121800,122400,121800,123000,122100,122400,126000,130500,131100,131100,132900,136500,137100,138000,137700,142200,145500,144000,148500,149700,151200,150900,153900,157200,158400,156900,157800,159900,159900,159300,159900,161700,162300,164400,164100,167400,167400,169200,171600,174000,174000,178500,182700,185100,188400,191400,189900,190200,189900,192900,193800,196500,195000,197700,198300,199200,199200,202200,204600,206700,210000,210000,212400,212100,211200,213900,216300,215400,213900,215700,215400,219900,221400,225000,225900,226800,229200,229800,229800,229200,228900,228600,230700,233400,237300,237000,237900,239400,242100,244800,245100,243600,248100,252600,252300,253500,252300,255300,257400,258300,260100,258900,257700,259500,261000,261900,265800,268500,268200,270300,274800,274500,277500,281100,283500,283800,285300,289200,293100,295800,294600,296700,296700,300000,299100,299100
0,0,0,0,0,0,4200,5700,4800,4500,3000,3900,7500,10200,9300,9900,14100,12600,16500,15000,13500,12000,11400,9900,10500,14400,15300,13800,12300,12900,16800,15300,17400,15900,14400,14400,17400,19200,17700,21600,21300,19800,20700,19200,17700,16200,14700,16200,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,600,0,2400,900,0,2100,1800,3900,8100,6600,7500,6000,7500,8100,6600,5100,6000,6300,5100,8400,12300,15600,14400,13200,16200,20100,18900,18900,17700,19800,22200,21000,19800,24300,23100,21900,20700,24300,23100,24300,23700,22500,24000,27300,31800,32700,33600,35100,33900,34500,38700,41100,39600,38100,37200,35700,38400,38700,37200,35700,34200,36600,35100,36600,36900,36900,40200,42000,45900,44400,47700,46200,47700,46200,44700,43200,42000,46200,49200,47700,51300,49800,48300,46800,50400,48900,49800,48300,46800,45300,44400,42900,41400,44700,43200,47400,51900,56100,54600,53100,54300,52800,51300,54000,57600,59700,59400,57900,57000,55500,54600,53700,56400,58500,57600,56700,55800,60000,59100,60600,59700,58800,57900,57000,56100,55800,60300,60000,59100,58200,57300,61200,65400,64500,63600,62700,63900,67200,71400,70500,72900,72300,71400,70500,72300,73500,72600,71700,70800,71100,70200,73800,72900,72000,72000,71100,70500,69600,68700,67800,68700,68400,67500,67200,69300,68400,70800,69900,69000,68100,67200,66300,69000,68100,71400,75600,78600,77700,77400,78900,78000,78300,77700,76800,75600,74700,73800,72900,75600,78300,81000,82500,85200,86400,90900,93600,96300,99000,101700,105900,108600,112800,0,0
0,0,0,3600,2100,5400,3900,2400,4200,2700,1200,0,1800,300,0,1500,3000,5100,3600,5100,3600,5700,9900,11400,9900,8400,7200,5700,4200,2700,1200,0,0,600,0,0,0,0,0,0,600,0,0,0,1200,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,5700,8400,6900,5400,3900,6300,4800,3300,1800,300,0,0,0,0,0,2400,5400,3900,2400,900,0,0,0,0,600,0,0,0,0,1200,0,0,0,0,600,0,0,0,0,0,0,0,0,0,3900,2400,1800,300,0,0,0,0,0,0,1800,5400,3900,2400,900,0,0,0,0,0,0,0,0,0,0,1500,900,3600,2100,600,4200,5700,4200,2700,4800,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,4500,6600,5100,3600,6900,6000,9600,13500,12000,15600,14100,12600,11100,11100,9600,8100,6600,5100,3600,8100,6600,5100,3600,2100,600,0,0,0,0,0,300,0,0,0,3900,6000,4500,3000,1500,0,0,0,0,0,3000,1500,5400,9300,8100,6900,5700,4500,7500,6300,5100,7500,6300,5100,3900,7500,6000,4800,3300,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,600,0,4200,7800,12300,10800,9300,7800,12300,10800,9300,0,0,0,0,0,0,0,0,0,0,0
2700,3000,3300,3600,5100,5400,5700,7200,7500,7800,7800,7200,7200,7200,7200,7200,7200,7200,5700,5700,6300,6300,6300,4800,3300,3300,3300,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,4800,3300,1800,300,0,0,0,3600,2100,3300,1800,300,0,0,300,600,900,1200,1500,2700,5700,6300,6600,6900,9600,9900,10200,10500,10200,10500,13200,13500,13800,14100,17400,17700,18000,18300,18600,18900,19200,19500,19800,20100,18600,18900,19200,21000,19500,19800,20100,18600,18600,18900,19200,19500,19800,20100,18600,22800,21300,19800,20100,18600,18900,19200,19500,19800,20100,18600,18900,19200,20100,18600,18900,19200,19500,19800,22200,20700,19200,23400,21900,20400,22500,21000,24300,22800,21300,25200,23700,22200,20700,19200,19500,19800,20100,18600,18900,19200,19500,19800,20100,18600,18900,19200,21900,20400,18900,19200,19500,19800,20100,18600,18900,19200,19500,19800,20100,18600,18900,17400,15900,14400,12900,11400,9900,8400,6900,5400,3900,2400,4500,3000,1500,0,300,0,300,0,300,0,300,1800,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,3600,2100,600,0,3900,4200,2700,1200,1800,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1200,0,1200,0,1200,0,1200,0,1200,0,1200,0,0,0,0,0,0,0,0,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,600,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,2700,1200,0,0,0,0,0,600,2700,6300,4800,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,1200,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,4500,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2700,1200,0,0,0,0,0,0,0,0,0,3600,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,600,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,1800,300,0,0,0,0,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,3300,1800,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,1200,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,300,0,300,0,600,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,1200,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,3300,1800,300,2100,600,0,4500,9000,0,0,0,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1500,0,3000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,1800,300,0,0,0,900,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,3300,1800,600,0,0,900,0,900,0,900,900,0,900,0,900,0,900,0,900,0,900,0,900,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,0,0,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,0,0,1800,300,0,1800,300,0,1800,300,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,0,0,0,0,0,1800,300,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,900,0,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0
