t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287
1200,1500,5700,4200,8400,8400,9900,10200,11700,11700,12300,16800,17700,16800,18900,19800,24300,24600,27000,30600,35100,39300,38700,37800,41100,43500,42000,42600,45600,49800,48300,48900,49800,48900,52200,50700,50700,49800,52800,56700,55200,57900,57000,57600,58800,58800,58200,59400,61800,62400,65700,66300,66300,66300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2700,6600,10500,9600,11400,14100,16500,19800,18900,23400,23100,23100,27000,31500,33600,33000,36300,36900,38400,40500,43200,42000,45600,49200,51600,55200,53700,53400,54900,53700,57900,62400,61200,62400,63600,64500,68400,67200,68100,70500,73200,72900,75000,73800,73500,77700,80700,79800,79800,82500,82800,82800,84300,83100,87600,88500,89400,90600,94500,93000,94500,93000,96000,95400,94800,96900,99000,102000,102000,104400,105000,105900,105000,104700,108300,112500,114600,113700,117900,120000,121500,126000,125400,127500,131400,132600,134100,136500,136800,136800,137700,137700,137700,141600,144300,144900,148500,151200,155400,156600,156900,159300,162900,164400,165600,165000,168000,171600,170700,172200,170700,169500,173100,172200,175800,176100,178800,183300,187800,188700,190500,189600,189600,190800,193800,195900,195900,195000,197700,198300,202800,203700,202200,201600,205500,205500,208500,208200,207000,205500,209700,208800,211800,213000,211800,211500,214200,213900,218400,218100,217200,218100,222600,222600,226500,227400,229500,229800,229800,233700,235500,238200,239100,239100,239400,241500,242100,242700,241800,241800,240300,243300,243600,247200,250200,253200,253500,255000,256200,257400,255900,259200,258600,258000,261600,261900,261000,260700,265200,264300,265200,264900,264300,266700,265800,266100,268200,268500,271200,273300,272400,272100,275100,278700
0,0,900,600,300,0,0,3900,5100,4800,3300,6900,8100,7800,7500,6000,5700,5400,5100,4800,4500,4200,5700,8100,7800,6900,8100,12300,12000,16200,17100,15600,15900,19500,18300,18000,16800,19800,20400,22500,21300,20100,20400,19800,18600,21000,19800,18600,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1200,4200,6900,9300,8100,6900,10500,9300,8100,8700,9900,14100,16800,18600,18600,21600,21300,24300,26100,30300,30000,29400,31800,31800,31500,30300,30000,29700,31500,31200,29700,30900,30900,30600,30300,30600,30300,30000,30600,33000,34200,33900,37800,40200,42300,41700,45300,44400,42900,42000,43200,42000,41100,40200,43200,42300,41400,39900,43800,42900,47100,46500,48900,48000,47100,46200,45300,44400,48900,48900,52500,55200,54600,57900,60900,65100,64200,63300,67800,66900,69000,68700,67800,66900,69600,68700,70500,69000,68100,67800,67500,67200,68100,67800,67500,67200,69300,69000,68100,71700,70800,70200,69600,69300,68700,68400,67200,66300,66900,66600,69000,68700,67200,70800,75300,75600,79200,78900,78600,82800,82500,82200,84000,83700,86100,85800,84900,87300,87000,86700,85200,87000,86400,87900,87300,88800,89100,93300,92700,92100,95400,94800,98100,98700,98100,97500,99600,103500,105900,105300,106200,105600,109500,108000,107400,107100,106500,105900,107700,108000,107400,110700,114900,114300,113700,113100,113700,113100,112500,111300,114600,118200,121800,126000,125400,124800,124200,123600,123000,123000,123000,126900,130500,131700,132900,135600,138900,138300,140700,144300,148500,147900,148500,150000,154200,155400,154800,159300,160200,159000,158400,157800,157200,156900
0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3600,2700,1800,900,0,0,0,900,0,0,1800,900,0,0,4500,3600,2700,1800,900,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1800,4200,4500,4200,3000,1800,600,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,3600,6900,11100,10200,9300,8400,7500,6600,5700,4800,3900,4200,3300,2400,1500,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2100,1200,300,0,0,0,0,0,0,3600,6000,9900,9300,8400,7800,7200,6600,6000,6300,6000,5700,5400,8100,6900,6600,6000,5700,5400,5100,4800,4500,4200,3900,6600,6000,7500,10200,9600,9000,8700,8400,8100,7800,7200,6600,6000,5700,6300,6000,5700,8400,8100,7800,7500,7200,6900,6600,6300,6000,5700,5400,5100,6600,6000,5700,4200,3900,4200,6900,10200,11100,10800,14400,14100,13800,13500,13200,12900,11400,11100,10800,10500,10200,9900,9600,11400,14700,14400,12900,12600,13500,13200,16200,15900,15600,15300,17400,17700,22200,21600,21300,21000,20700,20400,20100,19800,19500,19200,18900,21900,21600,21300,21000,24300,24000,23700,23400,22500,22200,22500,22200,21900,21600,22200,21900,21600,21300,21000,20700,20400,20100,19800,18300,16800,15600,15300,17400,17100,16800,16500,0,0,0,0,0,0,0
0,900,0,0,0,0,0,0,600,0,4200,4500,3000,1500,0,0,0,3900,2400,900,1500,1200,0,1500,0,0,0,0,0,3000,1500,0,900,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,900,600,0,900,0,0,0,0,0,0,0,0,300,0,0,2100,1200,3000,2100,3000,2100,900,0,2100,900,0,0,2400,2700,1500,300,3600,2400,1200,2700,5700,4500,3300,2100,900,2400,1200,0,0,0,0,1800,5700,4500,3300,2100,900,0,0,0,0,4200,3000,1800,600,0,0,2700,1500,6000,4800,3600,2400,1200,0,900,2400,900,0,0,0,2400,900,0,0,0,0,0,0,0,0,0,0,3000,1500,0,0,0,0,0,0,0,0,0,0,1500,0,4500,3000,3900,2400,900,0,0,0,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,1200,0,0,0,0,0,0,0,0,1200,4500,3300,1800,300,4200,3900,2400,900,0,0,1800,600,0,2100,900,0,0,0,0,3600,2400,1200,0,0,2400,1200,0,300,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,600,0,0,0,600,0,0,0,0,0,0,0,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,4500,7200,5700,4200,2700,1200,0,300,0,1200,0,1200,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,3300,1800,300,3900,2400,900,0,0,4500,8700,7200,5700,4200,2700,1200,0,0,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,300,0,300,0,300,0,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,3600,2400,1200,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,300,0,300,0,300,4200,2700,1200,0,300,0,300,4800,3300,1800,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,300,0,0,300,0,300,0,300,0,300,0,300,0,300,600,0,300,0,300,0,300,0,300,0,2400,900,1200,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,2400,900,4200,2700,1200,0,300,0,300,0,2100,600,0,300,0,300,0,300,0,300,0,300,0,300,1200,0,300,0,300,0,300,0,2400,900,0,300,0,300,0,300,0,300,2700,1200,0,300,0,300,0,300,2400,900,0,300,2400,900,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,2400,900,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,300,0,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,0,300,300,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,1800,1800,1800,1800,600,0,300,4500,3300,2100,900,0,300,0,300,300,300,0,300,300,0,300,0,300,0,300,0,300,300,0,300,3600,2400,1200,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,3300,1800,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,300,0,300,300,300,300,300,300,300,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,7500,7500,7500,7500,7500,7500,7500,7200,6900,6600,6300,6000,6900,6600,6300,9900,9600,9300,9000,8700,8400,8100,7800,7500,7200,6900,6600,6300,6000,5700,5400,5100,4800,4500,4200,3900,3600,3300,3000,2700,2400,2100,1800,1500,1200,900,600,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,3900,3600,3300,2400,2100,1800,1500,1200,900,600,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,2100,1800,4500,4200,3900,3600,3300,3000,2700,2400,2100,1800,1500,1200,900,600,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,300,0,0,300,0,0,300,0,0,0,1500,300,0,0,0,600,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,3900,3900,3900,3900,3900,2400,900,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,300,300,300,300,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,2700,2700,2700,2700,2700,2700,2700,2700,2700,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2400,2400,2400,2400,2400,2400,2400,2100,1800,1500,1200,900,600,300,0,300,0,2400,2100,1800,1500,1200,900,600,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,2400,2100,1800,1500,1200,900,900,600,300,0,2700,2400,2100,1800,1500,1200,900,600,900,600,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,300,300,300,300,300,300,300,300,300,0,300,0,300,300,300,0,300,300,0,300,300,300,2700,2700,2700,2700,2700,2700,2700,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1800,1800,4200,4200,2700,1200,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,600,900,1200,1500,1800,2100,2400,2100,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1500,3600,5100,4800,4200,3600,3000,2400,1800,1200,600,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,1800,1500,1200,900,600,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,600,300,0,300,0,300,0,300,0,300,0,300,2400,2100,1800,1500,1200,5100,4800,4500,4200,3900,3600,7200,6900,6600,6300,6000,5700,5400,3900,3600,2100,1800,300,0,300,0,300,0,300,0,300,0,300,0,1500,300,0,0,0,0,4500,0,0,0,0,0,0,0,0,0
