t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287
4500,5700,5700,7500,10500,10200,12000,16200,17100,19500,23400,27900,29400,30300,32100,34500,39000,41400,42900,45600,45300,47400,47700,50100,52800,51900,54600,57600,60900,63000,63300,67800,69300,71100,73200,74700,75000,77100,76500,79200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,6900,10200,12900,14100,17400,19500,21600,24900,27600,28800,33000,34200,38700,42300,40800,41400,42900,44700,43800,44700,48000,51000,55500,59400,60600,62400,63000,63600,66300,67800,71100,73200,75900,79500,81300,85500,87000,91500,93000,95100,95100,95400,97800,99900,98400,97500,99900,98400,100500,102600,103200,102000,102000,101400,101400,105600,108900,107400,105900,109500,109500,112800,113400,111900,114900,115800,114600,116700,118800,120300,120000,123000,125400,124800,127200,128400,132000,136200,136800,135900,138000,139800,141300,145200,145800,145800,146700,145200,145500,146400,145500,144000,147600,151500,150600,154500,153900,154500,159000,162300,164100,168300,166800,168600,170700,171000,175500,176100,179700,181500,180000,178800,180600,183300,186000,190500,191700,194400,197700,197700,201300,202500,207000,209400,211200,213900,214800,217800,216900,219900,221100,225000,225000,225300,223800,222900,225600,228900,232200,233100,232500,234300,237300,237600,236700,235800,236700,240900,243900,243600,244500,243300,246600,247200,251100,249900,251400,252900,256200,258300,262200,265200,267600,269700,269700,272100,272100,270900,270900,270000,273000,273300,276300,275400,278400,282900,286800,289500,290400,294900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4500,4200,5700,4200,8400,6900,9900,13200,11700,10200,8700,12000,12300,10800,9300,10800,11700,13200,16800,15300,18000,16800,15600,14700,16800,17400,16200,15000,18300,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,5700,4200,6600,5100,5700,4200,8700,7200,5700,7500,6000,4500,3000,1500,600,0,1200,0,0,0,3300,5400,4200,3000,3300,2100,900,2700,2700,2700,1500,300,0,2400,4800,3600,2400,6000,8700,7500,10500,9300,10500,15000,13800,12600,11400,12600,15600,17700,22200,21300,20700,20400,22500,21600,24900,29400,32400,32100,30900,31800,31500,34800,34500,34200,33900,34200,38100,37800,37200,37500,42000,44100,43800,43500,42000,42600,42300,42000,41700,42600,42300,42000,45000,44700,45300,48000,47700,49200,48900,48600,49800,49500,53700,53400,53100,57600,60900,64500,64200,63900,63900,64500,63900,63600,63300,66900,66000,69600,69300,68400,67500,66600,66300,69600,69300,73200,75000,73500,73200,72900,75600,75300,77100,80400,82200,84300,84300,85500,88800,88800,88800,88500,88800,90900,90900,90900,93000,93000,93000,93000,94500,94200,94800,98700,102300,104100,103500,103500,103500,105000,107400,111300,111000,111000,110700,110700,110100,111000,112500,112200,111900,111900,112800,112800,112200,111300,111300,109800,113400,114300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,900,0,0,3000,1500,0,0,0,2100,600,0,2700,1200,0,4500,3000,2400,900,0,0,2700,2400,900,0,0,0,0,4500,3000,5700,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,0,1500,900,0,0,0,0,0,0,2700,2100,600,0,0,0,0,0,0,0,3000,6900,5400,3900,2400,900,3600,2100,600,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2100,600,3600,2100,600,0,0,0,0,0,0,0,1800,300,3900,2400,900,0,0,1800,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,900,5400,5400,4800,3300,1800,300,0,900,0,0,2700,1200,0,0,0,0,0,1500,0,0,0,2100,2700,1500,300,0,0,1500,300,0,0,0,0,0,0,0,1200,3600,2400,1200,0,0,3300,2100,900,0,0,0,0,2100,1200,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3000,2700,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,0,1800,300,0,0,600,0,4500,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,0,0,0,0,0,3000,1500,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,1200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,1800,2100,1200,2700,2100,1500,900,300,0,4200,3300,2400,1800,1200,300,0,0,0,0,0,1800,1200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,0,0,2400,4200,2700,1200,0,0,0,600,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,300,0,0,0,2400,4200,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,900,0,3600,2100,600,0,0,0,0,300,0,300,0,300,0,300,0,300,0,2400,3300,1800,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,5700,4200,2700,1200,0,0,0,3600,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,300,4500,5100,3900,4500,3300,3900,4500,5100,5700,4500,5100,3900,4500,3000,1500,0,300,0,300,0,300,0,300,0,300,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,900,0,0,0,0,0,0,300,0,2400,2100,2700,1500,2100,900,1500,300,900,1500,300,2400,1200,1800,600,1200,0,300,0,300,1500,300,900,0,300,0,300,0,300,0,300,600,600,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5400,5700,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9600,8100,8400,6900,7200,5700,6000,4500,4800,3300,3600,2100,2400,2700,3000,3300,5100,5400,5700,6000,6300,6600,6900,5700,4500,3300,2100,900,0,0,300,0,2700,1500,2100,900,1500,300,900,1500,2100,900,1500,2100,2700,1500,1500,300,900,0,300,0,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,4800,3300,1800,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,3900,3900,3900,3900,3900,3900,3900,3900,2700,1500,3300,2100,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,6600,5100,3600,2100,2700,1500,1800,600,1200,0,300,900,0,0,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,600,900,0,300,600,900,1200,1500,2700,3000,1800,1800,1800,2100,900,1500,1800,600,900,0,0,1200,1500,300,300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3300,3600,2400,6900,5700,6000,4800,5100,3900,4200,3000,3300,2100,2400,3000,1800,1200,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,300,0,300,900,1500,2100,2700,1500,2100,900,900,0,0,0,0,4500,4500,3300,3300,2100,2100,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1200,300,600,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,900,1500,4800,4800,4800,4800,4800,4800,4800,4800,4800,5400,6000,6600,7200,7800,8400,9000,9600,10200,10800,11400,12000,12600,13200,13800,14400,15000,15600,16200,16800,17400,18000,18600,19200,19800,20400,21000,21600,22200,22800,23400,24000,24600,24000,23400,22800,22200,21600,21000,20400,19800,20400,20400,19800,19200,18600,18000,17400,16800,15600,15000,13800,13200,12000,11400,10200,12000,10800,10200,9000,8400,7200,6600,5400,4800,3600,3000,1800,1200,0,0,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,1500,900,300,0,0,0,0,0,0,0,0,0,0,2700,1500,300,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,1200,300,900,1500,1500,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,600,0,600,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,3900,3900,3900,6000,6000,6000,6000,6000,6000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,7200,7200,7200,7200,7200,7200,7200,6600,6000,5400,4800,4200,3600,3000,2400,1500,2400,1500,900,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,300,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,300,0,0,0,0,0,1500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2700,1800,2100,2400,2700,2100,1500,900,300,0,0,0,0,0,0,0,0,0,300,0,300,600,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,3300,1800,2700,1200,300,0,0,0,0,300,0,0,0,0,300,0,0,0,1200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,3000,2100,600,0,300,2400,1500,0,0,0,0,0,0,0,0,0,300,0,0,0,0,300,600,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
