t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287
0,1800,2700,5100,8400,10800,12900,13500,16800,20700,21600,23400,22200,23700,23400,22200,22200,25500,30000,33900,33300,32400,31200,35400,39300,38700,39000,37800,38700,41400,42300,40800,41100,43200,43200,44700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,8100,7200,9300,9900,9300,11400,10800,13200,14400,12900,15900,17400,20400,18900,23100,26100,26100,25500,24000,25500,25200,29400,28800,28500,27900,31200,33900,32400,31200,30300,31800,34800,35400,37500,39300,42000,42600,45000,45900,49500,50400,49200,52200,55200,57000,57000,55800,54900,57000,58500,57600,61500,64200,64200,63900,66000,66600,70500,69900,72300,73200,75300,78300,79800,84000,87600,90000,94200,95700,94200,96000,97500,97800,97500,97200,95700,94200,95400,99900,99000,103500,102300,102300,105900,108600,111900,113700,117600,122100,123900,124500,124200,127800,131400,132300,133500,132600,135000,136800,137400,140100,144300,147300,148500,152700,152100,155700,158700,163200,164700,164100,162600,164400,168300,170100,169500,173100,176700,180000,183000,181500,181500,185100,184800,186000,190500,195000,195300,195000,196200,196800,197400,197700,196200,198900,200700,203400,204600,204000,204000,204600,207000,207900,207900,210000,213900,217500,218700,220800,221100,224100,227400,231600,231900,235500,234300,237600,240000,242400,242100,246600,246300,248100,246900,248100,250500,253800,255300,255300,259800,259800,262500,264000,267900,271500,272700,271800,274200,273600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2700,3900,6900,6900,5400,3900,7500,10500,13500,12300,10800,12300,10800,15300,19500,18000,16500,15000,19500,23400,22500,21600,25200,29100,27600,28200,31500,30600,29700,34200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,600,0,0,900,0,0,3600,2400,4200,6300,5100,3900,3000,2100,1200,5100,4200,2700,1800,4500,3600,5700,9600,9600,12900,12900,11400,11400,14700,15600,16800,20400,20400,18900,19800,18900,18000,20700,20100,24000,24000,23100,27000,27000,27000,27900,27300,25800,25800,25800,28500,27600,26700,25800,24900,28500,27600,26700,25800,26700,27300,28200,27300,26400,25800,24900,27600,29700,28800,32100,31200,32400,31500,34500,33600,34800,36600,38400,41100,42900,42900,44700,48900,50700,52500,52500,54300,56100,59400,61200,64500,68100,66600,65100,65100,67500,69300,67800,68700,67200,65700,65700,64200,68400,71700,70200,68700,70800,75000,77400,75900,78000,76500,75000,73500,73200,71700,71100,72900,76500,78300,81900,83700,82800,85800,90000,89400,87900,89100,88500,87900,87300,86700,86100,85500,87000,86700,89100,87900,86400,85800,85200,84600,83700,82500,83700,82500,81900,80400,81300,80700,80100,84000,87600,87000,87600,90000,89100,90300,88800,90900,91500,90900,90300,92700,92100,92700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1800,2100,2400,2700,3000,5400,3900,4200,2700,3000,1500,0,0,0,0,300,0,0,2100,2100,6000,4500,3000,1500,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2700,7200,6000,4800,3600,2400,1200,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,2700,5400,3900,2400,5400,6300,4800,3300,1800,300,0,0,0,0,3300,1800,300,0,2100,600,0,0,4500,3000,4800,3300,4500,3000,1500,0,1500,3000,1500,0,0,1800,300,2700,1200,0,0,0,0,0,0,0,0,0,0,0,1500,300,0,0,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,3000,1500,4800,5100,3600,2100,6000,4500,3000,5100,4500,3000,3900,2400,900,0,0,0,0,0,1800,300,300,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,3300,1800,300,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,900,0,900,0,900,0,0,0,0,0,0,0,4500,3000,5700,4200,2700,1200,0,2100,600,0,0,0,0,0,4200,2700,1200,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,1500,4800,3600,2400,1200,0,0,0,0,2400,900,0,900,0,1500,0,900,0,900,0,900,0,900,0,900,4800,3300,1800,300,0,900,0,900,0,900,0,900,0,900,300,0,0,0,0,900,0,0,900,0,1500,300,0,0,0,900,0,3900,2700,1500,300,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,900,1800,300,0,1800,300,0,1800,300,0,0,900,0,1800,300,0,0,0,1800,300,2100,600,0,0,4500,3000,1500,0,3900,2400,900,0,0,0,0,1200,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,2700,1200,0,0,4200,2700,1200,0,0,0,2100,1800,300,0,0,0,0,1500,0,0,4500,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4200,2700,1200,0,0,1500,0,0,0,0,0,0,900,0,0,0,0,0,3000,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,3300,1800,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,3600,2100,600,0,0,0,0,0,0,0,4500,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,600,0,2100,600,0,2100,600,0,300,0,2100,4800,8400,6900,5400,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,3000,1500,5700,4200,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,2400,900,0,0,3900,2400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,300,0,300,0,300,0,0,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,1200,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,4200,2700,1200,0,0,0,0,0,0,0,2700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,1800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,300,0,300,0,600,0,600,0,600,0,600,0,600,0,4500,3000,1500,0,0,3600,2100,600,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,600,0,600,0,600,0,600,0,600,1200,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,600,0,3000,1500,0,600,0,600,0,600,0,600,0,600,0,0,600,0,600,0,600,0,600,0,600,0,600,0,600,0,600,0,600,0,600,0,600,1200,0,600,0,600,0,600,900,0,600,0,600,0,300,0,300,0,300,1500,1800,300,600,0,300,0,300,0,300,0,600,0,600,0,600,0,600,0,600,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2400,900,0,0,0,0,0,0,0,0,300,0,300,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3000,3000,1500,1500,1500,0,0,0,0,0,0,0,0,0,300,300,300,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,300,600,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,300,0,0,0,0,0,0,0,0,3000,2100,1200,300,0,0,0,0,0,0,0,0,300,900,1500,2100,600,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,600,1200,300,4800,4200,2700,1800,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,300,0,0,0,0,2400,900,300,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,3300,1800,1200,600,0,0,2100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,300,0,0,0,0,0,0,3300,2100,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,300,600,900,1200,1500,1800,3000,4200,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,12000,12300,12600,12900,13200,13500,13800,14100,14400,14700,15000,15300,15600,15900,17400,17700,18000,18300,18600,18900,19200,20400,20700,21900,22200,22500,22800,23100,23400,23700,24000,24300,24600,24900,25200,25500,27000,27300,27600,27900,28200,28500,28800,29100,29400,29700,30000,30300,30600,32100,32400,33900,35400,36900,38400,39900,41400,42900,44400,45900,50400,50700,51000,52500,54000,55500,57000,58500,60000,61500,63000,63300,63600,63900,64200,64500,63600,62700,61800,60900,60000,59100,58200,57300,56400,55500,54600,53700,52800,51900,51000,50100,48600,47700,46800,45300,44400,43500,42000,41100,40200,38700,37800,36600,35100,38400,37500,36000,35100,34200,33300,32400,31500,30000,29100,28200,26700,25800,24900,23400,23700,22800,21900,21000,19500,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
